client_id	path	sentence	up_votes	down_votes	age	gender	accent
0697ece1f99a08477906d0f3b4e74e1d6ffca76c20a7db9cf577874030a7162cdf6d947fa203eb85deb4b7aa8c83a1daa182629d80675db8167e648fa176cbd4	common_voice_zh-CN_18646658.mp3	局部干涩的例子包括有口干、眼睛干燥、及阴道干燥。	2	1			
077c6d812d0152245b7577ae430775781d98306ed0d264c8f7636f780582d71c1a5f3b66ea3cf95ca002dfdd81842c62d684ab2b97fd72e4e1bfae8b3d465d84	common_voice_zh-CN_18776118.mp3	嘉靖三十八年，登进士第三甲第二名。	2	1			
0bdcd4f3d4450cd23bd4c47f46d645b0e797b083e3f1582589bbc8a958a9dd48b87194e7c662da01f52f6db68a6e87d678bf0e36b969cc2d72d68ab481df1a16	common_voice_zh-CN_18840501.mp3	为了惩罚西扎城和塞尔柱的结盟，盟军在抵达后将外城烧毁。	2	0			
3b7575fdad7077cfd29a23938fc0bd6c284245b38f92f9de0613ecb146a7c5d8e41c7eb553c157ca29e370bda062cfe3f614a60b38412494201a4024347b5a66	common_voice_zh-CN_18832787.mp3	滨江县先后隶属于吉林省西北路道和滨江道。	2	1			
3c288ef58ce0780634a972e1b92b04c444bfa963dfcb2d837045b606156490837de47a6cc2d5ee7555eaf3c01360613c583aff0eb713f390a445ef90b8f4b65c	common_voice_zh-CN_18774708.mp3	大使馆全年都为各类政治人物和公众举办了许多活动，包括庆祝以色列独立日独立日。	2	0	twenties	male	440000
3d28475fd46db162ffa6a79edea556c143a9b0e53f6415ede77f07e06da5c63a3714f11477c9395920778a8e0571c7a75586f8b85a9662bcdacaefaece110675	common_voice_zh-CN_18903199.mp3	感冒茶起源于中国岭南一带。	2	0			
48292f36099f3b7b3543e24b1f62aa69d71e76ad1bb1dded31fa4789c97eaa78520ceb4e28c27d703cafad3a813e4a472bdb3c035bf136e0b9efb1467ce68b0c	common_voice_zh-CN_18653869.mp3	福茨斯普林斯是位于美国加利福尼亚州科卢萨县的一个非建制地区。	2	1			
48bf3483a222100483ba249a1fc42a116bd2c530070afcd904b6e934010b2f8273696b592370673c511605ce4ff61fb24a7092543907bab9c06d61670e77a5c6	common_voice_zh-CN_18733748.mp3	当她去世时，讣告也称她为「永不沉没的布朗夫人」。	2	1			
4f1b77f2d3f6dd0deaa3355f0c6105cc36d80feee1dd0e6ce05adfb942349e97dc8287903d4d78735363c7669fc9caa89effb659b0f3b3d0a4bf42ebb838b1af	common_voice_zh-CN_18817154.mp3	有论者批评词中出现现代通俗口语「劲歌」，与整首歌的古典风格格格不入。	2	1			
57763d3cf9178950a1cf76212d3fd3f4bf8359787715e67d4a685eb3c40ebca216afb378b608ede530d28deee8bab62331b5d033298e95f7e07e47260bede612	common_voice_zh-CN_18524189.mp3	正巧母亲往外探头	2	0			
65fccaa16c55fe4f6cac48a0c724d9bc765a39ab43df388df5c69bf456b299b1185c4be9eda0334f596929fd5bb9763d6d5ceb736e3dc458d39f299d00ebe575	common_voice_zh-CN_18592547.mp3	没有再回来	2	0			
726e1dff08136c47b72a4f3c061ad1899019a553e2f02108176804b1121bebce17cdb51c2c16f1f467e81a7450742e5947d3cf6fcc7379dde317a07d3dadf30c	common_voice_zh-CN_18811752.mp3	这座大厦以苏丹马末·依斯干达命名，是的一部分。	2	1			
8af66e98cabd6cb10a28ca07988435eade78bbf61c24db0dae262c91be1dd8099ea4832fbc31c12787f7e4c7bc84c0e97714af6bb9c32c04f2e5e2022dd4e6c0	common_voice_zh-CN_18539415.mp3	给谁我没有意见啊	2	0			
98f4d5133a8713ea154ef8841dee15d54c11fb2f8edaf3f54fb377dbd2835e2b4bf76a520ddcaaf64c9a6c3016ab97df77cf358af501fbd79baefdf618798371	common_voice_zh-CN_18794054.mp3	段崇，字礼高，东汉汉中郡南郑县人。	2	1			
a95bf7dea46321e2fa95f3dcd8d22c18c5d9cb0da185d9d9c0e15c122aca991b95f228f54594327d08942ce1c4e9eaecf19905745714c312f0cf7a57da49c34b	common_voice_zh-CN_18813282.mp3	隆庆五年，登进士第二甲第二十六名。	2	0			
b0f285acdaf7a11729d9745bea724363582b4444e3a14c6fe42909bfa45a449e208f0aade25f7c574b9b0550394c4c1ec06bc601c563fd0a0777770fae971368	common_voice_zh-CN_18772310.mp3	幕后花絮《女神同行》于台视主频及爱奇艺播出。	2	0			
f61e1fdd320d1001c14b9fe7596a2dbfebf851d26a3cd29fa2668d25c13a7b3fcde9a959378626713ade7264ca3cbc63256b92efaff65a74c55f07e4d2d25446	common_voice_zh-CN_18682401.mp3	这个游戏是个能够找出最适合询问玩家的问题并学习的人工智能程序。	2	1	fourties	male	110000
0560950d0470d90b0099dab599fe48b01c0f080aeeb7fe28fd501260a4d53616688388a7be04369b38d20ce70fafa348beb244b45952f2f246db11b0bf303154	common_voice_zh-CN_18584013.mp3	他的母亲八岁时因产下其兄弟时所患的并发症而去世。	2	1	twenties	male	320000
0560950d0470d90b0099dab599fe48b01c0f080aeeb7fe28fd501260a4d53616688388a7be04369b38d20ce70fafa348beb244b45952f2f246db11b0bf303154	common_voice_zh-CN_18584015.mp3	乘客也可使用手机扫码支付乘车。	2	1	twenties	male	320000
0c90dd9bfd627cbd5b590cd57acc6d1a4ee9df9bcf30aab93f57191a5fff2a2589af4caccc408738f78521107ee6a1925d1faa49a061d9c963f22413fd622504	common_voice_zh-CN_18772591.mp3	稀代樱子，日本资深女性配音员。	2	0			
0c90dd9bfd627cbd5b590cd57acc6d1a4ee9df9bcf30aab93f57191a5fff2a2589af4caccc408738f78521107ee6a1925d1faa49a061d9c963f22413fd622504	common_voice_zh-CN_18772592.mp3	嘉靖三十八年，登进士第二甲第四十七名。	2	1			
6f7295f370822597f356a5ebfbfe77a1027829e2b97dde93a676da34e89749902e380f93a82db8f92287ca3539a8509d99feb16ff449ad5d8bcf8b686b072dbe	common_voice_zh-CN_18815125.mp3	嘉靖四十四年，登进士第三甲第六十八名。	2	0			
6f7295f370822597f356a5ebfbfe77a1027829e2b97dde93a676da34e89749902e380f93a82db8f92287ca3539a8509d99feb16ff449ad5d8bcf8b686b072dbe	common_voice_zh-CN_18815126.mp3	正方走出家门，看见一个有刺青的流氓在家门口前在乱丢垃圾，却对他敢怒不敢言。	2	0			
7310e1dfa56d2efae145a796b4f235b9dccbf9b1a3db47b478cd90cc5b9be066cd385a8cbd9a67399987a69976dae050ee6c592a1faca7ccf120632f141e8170	common_voice_zh-CN_18652434.mp3	本次比赛由中国连续第二次在中华台北决赛中获胜。	2	1			
7310e1dfa56d2efae145a796b4f235b9dccbf9b1a3db47b478cd90cc5b9be066cd385a8cbd9a67399987a69976dae050ee6c592a1faca7ccf120632f141e8170	common_voice_zh-CN_18652435.mp3	罗威·迪恩是一名加拿大男导演、制片人、编剧、剪辑师和演员。	2	0			
83b874959ba6eefd7ffd49bff53f8235409da9783ff714fd55eece26ff30625ba4f51de353eb378ae650e06eaecb9b6468821276ea483e6084dd0ee59b3ac738	common_voice_zh-CN_18814251.mp3	隆庆五年，登进士第三甲第一百七十名。	2	0			
83b874959ba6eefd7ffd49bff53f8235409da9783ff714fd55eece26ff30625ba4f51de353eb378ae650e06eaecb9b6468821276ea483e6084dd0ee59b3ac738	common_voice_zh-CN_18814252.mp3	地球由于大规模战争和环境破坏导致冰河期来临，迫使人类移居到地下。	2	1			
92d431dbf0e2aca1c52d94be4e750340a04f8bfd195cc6c12123afe829515ce5ef83fbb1ff74490279fe75742718ed603f8f6418d7f7394ea72c41f77247877c	common_voice_zh-CN_18648885.mp3	主要以观赏人次为主，票房为辅。	2	0			
92d431dbf0e2aca1c52d94be4e750340a04f8bfd195cc6c12123afe829515ce5ef83fbb1ff74490279fe75742718ed603f8f6418d7f7394ea72c41f77247877c	common_voice_zh-CN_18648896.mp3	罗恩·贾金斯，美国、编剧和导演。	2	0			
